iso-date,tmin,tavg,tmax,precip,relhumid,globrad,wind
1961-01-01,-3.97,-1.72,3.78,0.0,88.9,2.58,0.36
1961-01-02,-4.97,-1.86,1.03,0.0,96.05,1.83,0.34
1961-01-03,-2.65,0.42,3.11,3.29,79.31,1.7,0.21
1961-01-04,-0.94,1.5,4.85,1.0,81.07,3.62,0.41
1961-01-05,-0.04,1.21,3.0,3.53,86.62,1.71,2.03
1961-01-06,-1.29,0.41,3.12,0.06,79.23,2.32,0.36
1961-01-07,-0.94,0.31,2.21,0.02,94.74,1.94,5.54
1961-01-08,-0.16,1.4,2.99,0.11,86.76,1.77,4.56
1961-01-09,0.83,1.9,4.78,0.09,85.96,2.89,1.81
1961-01-10,-1.09,0.3,4.66,0.01,80.98,3.23,0.32
1961-01-11,-3.99,-2.27,1.99,0.0,92.26,1.89,1.19
1961-01-12,-7.79,-5.31,0.88,0.0,94.88,5.42,0.29
1961-01-13,-12.45,-4.79,-1.03,0.0,81.4,3.32,0.31
1961-01-14,-4.99,-0.33,2.99,0.02,84.53,4.78,0.34
1961-01-15,-2.08,-1.18,1.77,0.0,99.84,1.85,2.15
1961-01-16,-6.18,-4.3,-1.37,0.0,99.8,4.0,2.01
1961-01-17,-9.83,-6.28,-0.23,0.0,99.86,3.6,2.62
1961-01-18,-11.91,-9.03,-5.11,0.0,90.43,6.09,4.94
1961-01-19,-14.12,-10.73,-4.12,0.0,92.29,5.61,1.75
1961-01-20,-16.79,-10.08,-3.11,0.95,85.48,4.99,0.78
1961-01-21,-11.1,-3.18,-0.45,2.54,79.45,2.01,1.48
1961-01-22,-3.99,-2.29,0.0,3.28,96.1,2.05,1.75
1961-01-23,-3.98,-1.55,0.14,2.63,94.41,2.07,0.32
1961-01-24,-3.11,-2.02,-0.12,1.27,99.82,2.1,2.57
1961-01-25,-8.95,-6.19,-1.93,0.0,97.35,2.13,4.95
1961-01-26,-15.76,-8.5,-5.16,0.0,84.42,2.38,3.45
1961-01-27,-20.12,-14.55,-3.7,0.0,90.12,6.13,0.34
1961-01-28,-21.3,-14.96,-5.81,0.0,89.63,4.64,0.31
1961-01-29,-16.63,3.96,5.98,0.0,82.61,4.81,4.19
1961-01-30,2.32,4.37,6.09,5.37,79.83,2.45,9.84
1961-01-31,3.04,4.51,7.4,5.95,94.9,3.07,5.1
1961-02-01,0.52,2.88,5.09,1.92,88.09,2.79,5.24
1961-02-02,0.39,2.08,3.49,1.38,86.14,3.18,1.63
1961-02-03,0.38,1.96,3.98,0.0,83.25,5.24,1.91
1961-02-04,0.18,1.29,2.78,3.59,77.87,3.39,0.58
1961-02-05,-3.64,-1.38,2.1,0.03,87.28,5.48,0.63
1961-02-06,-3.64,3.29,5.86,1.78,83.39,2.7,4.56
1961-02-07,1.39,3.48,5.08,0.7,84.85,4.25,10.34
1961-02-08,2.48,4.07,5.36,1.99,84.15,4.16,5.16
1961-02-09,2.6,4.8,7.0,4.65,91.87,2.85,5.28
1961-02-10,2.62,3.89,5.22,0.0,88.68,2.81,7.76
1961-02-11,0.05,4.29,6.63,4.85,76.08,3.78,5.28
1961-02-12,1.34,2.91,5.11,0.12,89.35,2.91,7.26
1961-02-13,0.63,4.0,5.89,0.49,91.29,2.88,2.41
1961-02-14,1.84,4.78,8.96,0.0,89.63,3.46,1.12
1961-02-15,0.26,4.55,10.81,0.01,89.55,7.96,0.56
1961-02-16,-0.94,3.59,10.98,0.0,85.16,7.76,0.53
1961-02-17,-1.08,3.49,10.16,0.01,79.96,7.65,0.54
1961-02-18,-0.89,2.86,7.94,0.0,82.96,5.72,1.06
1961-02-19,-1.07,3.4,6.39,1.52,89.86,3.31,0.99
1961-02-20,2.48,5.18,8.92,0.0,77.3,4.82,1.59
1961-02-21,1.49,3.46,6.83,0.0,87.77,4.6,4.24
1961-02-22,1.25,3.15,3.89,0.0,80.87,3.33,2.45
1961-02-23,2.05,3.76,5.89,0.0,79.19,3.61,1.1
1961-02-24,-0.29,2.42,8.25,0.0,86.3,7.49,1.88
1961-02-25,-1.88,0.4,3.08,0.0,86.05,3.6,0.54
1961-02-26,-1.08,4.48,10.2,0.0,82.28,7.64,1.97
1961-02-27,-0.86,6.12,11.09,0.0,85.14,4.06,1.88
1961-02-28,3.76,6.52,12.46,1.35,89.34,5.41,7.69
1961-03-01,1.9,3.29,6.07,0.33,84.61,7.8,5.18
1961-03-02,0.89,4.3,7.12,2.35,78.2,6.01,1.94
1961-03-03,2.86,5.69,8.51,0.62,81.41,4.31,0.27
1961-03-04,1.88,4.99,10.12,0.0,69.89,7.8,0.25
1961-03-05,-2.22,6.58,14.01,0.01,66.95,11.02,1.01
1961-03-06,-1.51,7.39,14.23,0.01,62.34,8.67,0.92
1961-03-07,-0.54,8.19,16.0,0.01,57.68,11.17,1.02
1961-03-08,-1.51,8.61,17.11,0.01,56.53,12.33,0.88
1961-03-09,-1.49,9.31,20.11,0.01,54.11,12.79,0.2
1961-03-10,-2.12,8.84,18.03,0.01,59.97,12.6,0.93
1961-03-11,1.58,7.29,11.99,0.01,72.68,8.41,1.03
1961-03-12,4.0,8.82,14.62,0.02,84.48,9.69,4.47
1961-03-13,6.1,8.11,10.05,2.04,99.67,4.41,4.27
1961-03-14,7.32,8.6,10.0,0.0,90.98,4.47,2.47
1961-03-15,6.42,8.1,11.1,0.0,94.11,5.19,1.46
1961-03-16,0.6,9.79,18.89,0.0,87.85,13.76,0.25
1961-03-17,-0.38,9.97,20.11,0.01,77.68,13.96,0.26
1961-03-18,5.44,9.68,17.99,0.03,80.43,11.52,3.68
1961-03-19,2.87,4.37,8.78,0.0,77.23,9.6,5.86
1961-03-20,-2.58,1.53,5.11,2.06,84.92,10.76,11.31
1961-03-21,-0.18,1.69,5.98,1.51,88.51,11.03,10.39
1961-03-22,-2.22,1.09,3.32,0.0,87.82,12.33,7.74
