Experiment;Name;Year;Sowing;Harvest;Fertilisation_min;Crop;Lat;Long;Elevation
EX541;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert123;SM;52.517;14.124;64
EX542;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert122;SM;52.517;14.124;64
EX543;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert122;SM;52.517;14.124;64
EX544;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert123;SM;52.517;14.124;64
EX545;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert123;SM;52.517;14.124;64
EX546;ZALF_Muencheberg_V4;2013;28.09.2012;24.06.2013;fert124;TR;52.517;14.124;64
EX547;ZALF_Muencheberg_V4;2013;28.09.2012;24.06.2013;fert124;TR;52.517;14.124;64
EX548;ZALF_Muencheberg_V4;2013;28.09.2012;24.06.2013;fert124;TR;52.517;14.124;64
EX549;ZALF_Muencheberg_V4;2013;28.09.2012;24.06.2013;fert124;TR;52.517;14.124;64
EX550;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert125;SM;52.517;14.124;64
EX551;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert125;SM;52.517;14.124;64
EX552;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert126;SM;52.517;14.124;64
EX553;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert126;SM;52.517;14.124;64
EX554;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert125;SM;52.517;14.124;64
EX555;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert125;SM;52.517;14.124;64
EX556;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert126;SM;52.517;14.124;64
EX557;ZALF_Muencheberg_V4;2014;22.04.2014;19.09.2014;fert126;SM;52.517;14.124;64
EX558;ZALF_Muencheberg_V4;2015;29.04.2015;15.09.2015;fert127;SM;52.517;14.124;64
EX559;ZALF_Muencheberg_V4;2015;29.04.2015;15.09.2015;fert127;SM;52.517;14.124;64
EX560;ZALF_Muencheberg_V4;2015;29.04.2015;15.09.2015;fert128;SM;52.517;14.124;64
EX561;ZALF_Muencheberg_V4;2015;29.04.2015;15.09.2015;fert128;SM;52.517;14.124;64
EX562;ZALF_Muencheberg_V4;2015;30.04.2015;15.09.2015;fert127;SM;52.517;14.124;64
EX563;ZALF_Muencheberg_V4;2015;30.04.2015;15.09.2015;fert127;SM;52.517;14.124;64
EX564;ZALF_Muencheberg_V4;2015;30.04.2015;15.09.2015;fert128;SM;52.517;14.124;64
EX565;ZALF_Muencheberg_V4;2015;30.04.2015;15.09.2015;fert128;SM;52.517;14.124;64
EX566;ZALF_Muencheberg_V4;2016;25.04.2016;15.09.2016;fert129;SM;52.517;14.124;64
EX567;ZALF_Muencheberg_V4;2016;25.04.2016;15.09.2016;fert129;SM;52.517;14.124;64
EX568;ZALF_Muencheberg_V4;2016;25.04.2016;15.09.2016;fert130;SM;52.517;14.124;64
EX569;ZALF_Muencheberg_V4;2016;25.04.2016;15.09.2016;fert130;SM;52.517;14.124;64
EX570;ZALF_Muencheberg_V4;2017;04.10.2016;03.08.2017;fert131;WR;52.517;14.124;64
EX571;ZALF_Muencheberg_V4;2017;04.10.2016;03.08.2017;fert131;WR;52.517;14.124;64
EX572;ZALF_Muencheberg_V4;2018;27.04.2018;23.08.2018;fert132;SM;52.517;14.124;64
EX573;ZALF_Muencheberg_V4;2018;27.04.2018;23.08.2018;fert132;SM;52.517;14.124;64
EX574;ZALF_Muencheberg_V4;2018;27.04.2018;23.08.2018;fert133;SM;52.517;14.124;64
EX575;ZALF_Muencheberg_V4;2018;27.04.2018;23.08.2018;fert133;SM;52.517;14.124;64
EX576;ZALF_Muencheberg_V4;2019;29.04.2019;28.08.2019;fert97;SM;52.517;14.124;64
EX577;ZALF_Muencheberg_V4;2019;29.04.2019;28.08.2019;fert97;SM;52.517;14.124;64
EX578;ZALF_Muencheberg_V4;2019;29.04.2019;28.08.2019;fert98;SM;52.517;14.124;64
EX579;ZALF_Muencheberg_V4;2019;29.04.2019;28.08.2019;fert98;SM;52.517;14.124;64
EX580;ZALF_Muencheberg_V4;2019;08.04.2019;24.07.2019;fert99;SB;52.517;14.124;64
EX581;ZALF_Muencheberg_V4;2019;08.04.2019;24.07.2019;fert99;SB;52.517;14.124;64
EX582;ZALF_Muencheberg_V4;2019;08.04.2019;24.07.2019;fert99;SB;52.517;14.124;64
EX583;ZALF_Muencheberg_V4;2019;08.04.2019;24.07.2019;fert99;SB;52.517;14.124;64
EX584;ZALF_Muencheberg_V4;2020;22.04.2020;02.09.2020;fert100;SM;52.517;14.124;64
EX585;ZALF_Muencheberg_V4;2020;22.04.2020;02.09.2020;fert100;SM;52.517;14.124;64
EX586;ZALF_Muencheberg_V4;2020;22.04.2020;02.09.2020;fert101;SM;52.517;14.124;64
EX587;ZALF_Muencheberg_V4;2020;22.04.2020;02.09.2020;fert101;SM;52.517;14.124;64
EX588;ZALF_Muencheberg_V4;2020;14.10.2019;23.07.2020;fert102;WW;52.517;14.124;64
EX589;ZALF_Muencheberg_V4;2020;14.10.2019;23.07.2020;fert102;WW;52.517;14.124;64
EX590;ZALF_Muencheberg_V4;2020;14.10.2019;23.07.2020;fert102;WW;52.517;14.124;64
EX591;ZALF_Muencheberg_V4;2020;14.10.2019;23.07.2020;fert102;WW;52.517;14.124;64
EX592;ZALF_Muencheberg_V4;2021;28.04.2021;13.09.2021;fert103;SM;52.517;14.124;64
EX593;ZALF_Muencheberg_V4;2021;28.04.2021;13.09.2021;fert103;SM;52.517;14.124;64
EX594;ZALF_Muencheberg_V4;2021;28.04.2021;13.09.2021;fert104;SM;52.517;14.124;64
EX595;ZALF_Muencheberg_V4;2021;28.04.2021;13.09.2021;fert104;SM;52.517;14.124;64
EX596;ZALF_Muencheberg_V4;2021;06.10.2020;20.07.2021;fert105;WW;52.517;14.124;64
EX597;ZALF_Muencheberg_V4;2021;06.10.2020;20.07.2021;fert105;WW;52.517;14.124;64
EX598;ZALF_Muencheberg_V4;2021;06.10.2020;20.07.2021;fert105;WW;52.517;14.124;64
EX599;ZALF_Muencheberg_V4;2021;06.10.2020;20.07.2021;fert105;WW;52.517;14.124;64
EX600;ZALF_Muencheberg_V4;2022;22.04.2022;07.09.2022;fert106;SM;52.517;14.124;64
EX601;ZALF_Muencheberg_V4;2022;22.04.2022;07.09.2022;fert107;SM;52.517;14.124;64
EX602;ZALF_Muencheberg_V4;2022;22.04.2022;07.09.2022;fert108;SM;52.517;14.124;64
EX603;ZALF_Muencheberg_V4;2022;22.04.2022;07.09.2022;fert109;SM;52.517;14.124;64
EX604;ZALF_Muencheberg_V4;2022;15.10.2021;18.07.2022;fert110;WW;52.517;14.124;64
EX605;ZALF_Muencheberg_V4;2022;15.10.2021;18.07.2022;fert110;WW;52.517;14.124;64
EX606;ZALF_Muencheberg_V4;2022;15.10.2021;18.07.2022;fert110;WW;52.517;14.124;64
EX607;ZALF_Muencheberg_V4;2022;15.10.2021;18.07.2022;fert110;WW;52.517;14.124;64
EX608;ZALF_Muencheberg_V4;2023;05.05.2023;06.09.2023;no_fert;SM;52.517;14.124;64
EX609;ZALF_Muencheberg_V4;2023;05.05.2023;06.09.2023;no_fert;SM;52.517;14.124;64
EX610;ZALF_Muencheberg_V4;2023;05.05.2023;06.09.2023;no_fert;SM;52.517;14.124;64
EX611;ZALF_Muencheberg_V4;2023;05.05.2023;06.09.2023;no_fert;SM;52.517;14.124;64
EX612;ZALF_Muencheberg_V4;2023;26.09.2022;18.07.2023;fert111;WW;52.517;14.124;64
EX613;ZALF_Muencheberg_V4;2023;26.09.2022;18.07.2023;fert111;WW;52.517;14.124;64
EX614;JKI_Braunschweig_Rainshelter;2010;28.09.2009;19.07.2010;fert136;WB;52.296;10.436;75
EX615;JKI_Braunschweig_Rainshelter;2010;28.09.2009;13.07.2010;fert136;WB;52.296;10.436;75
EX616;JKI_Braunschweig_Rainshelter;2010;28.09.2009;13.07.2010;fert136;WB;52.296;10.436;75
EX617;JKI_Braunschweig_Rainshelter;2010;28.09.2009;13.07.2010;fert136;WB;52.296;10.436;75
EX618;JKI_Braunschweig_Rainshelter;2010;28.09.2009;28.07.2010;fert136;WR;52.296;10.436;75
EX619;JKI_Braunschweig_Rainshelter;2010;28.09.2009;28.07.2010;fert136;WR;52.296;10.436;75
EX620;JKI_Braunschweig_Rainshelter;2010;28.09.2009;28.07.2010;fert136;WR;52.296;10.436;75
EX621;JKI_Braunschweig_Rainshelter;2010;22.10.2009;28.07.2010;fert136;TR;52.296;10.436;75
EX622;JKI_Braunschweig_Rainshelter;2010;22.10.2009;28.07.2010;fert136;TR;52.296;10.436;75
EX623;JKI_Braunschweig_Rainshelter;2010;22.10.2009;28.07.2010;fert136;TR;52.296;10.436;75
EX624;JKI_Braunschweig_Rainshelter;2010;22.10.2009;28.07.2010;fert136;TR;52.296;10.436;75
EX625;JKI_Braunschweig_Rainshelter;2010;22.10.2009;27.07.2010;fert136;WW;52.296;10.436;75
EX626;JKI_Braunschweig_Rainshelter;2010;22.10.2009;27.07.2010;fert136;WW;52.296;10.436;75
EX627;JKI_Braunschweig_Rainshelter;2010;22.10.2009;22.07.2010;fert136;WW;52.296;10.436;75
EX628;JKI_Braunschweig_Rainshelter;2010;28.09.2009;07.07.2010;fert136;WB;52.296;10.436;75
EX629;JKI_Braunschweig_Rainshelter;2010;28.09.2009;07.07.2010;fert136;WB;52.296;10.436;75
EX630;JKI_Braunschweig_Rainshelter;2010;28.09.2009;07.07.2010;fert136;WB;52.296;10.436;75
EX631;JKI_Braunschweig_Rainshelter;2010;28.09.2009;07.07.2010;fert136;WB;52.296;10.436;75
EX632;JKI_Braunschweig_Rainshelter;2010;28.09.2009;20.07.2010;fert136;WR;52.296;10.436;75
EX633;JKI_Braunschweig_Rainshelter;2010;28.09.2009;20.07.2010;fert136;WR;52.296;10.436;75
EX634;JKI_Braunschweig_Rainshelter;2010;28.09.2009;20.07.2010;fert136;WR;52.296;10.436;75
EX635;JKI_Braunschweig_Rainshelter;2010;22.10.2009;21.07.2010;fert136;TR;52.296;10.436;75
EX636;JKI_Braunschweig_Rainshelter;2010;22.10.2009;21.07.2010;fert136;TR;52.296;10.436;75
EX637;JKI_Braunschweig_Rainshelter;2010;22.10.2009;21.07.2010;fert136;TR;52.296;10.436;75
EX638;JKI_Braunschweig_Rainshelter;2010;22.10.2009;21.07.2010;fert136;TR;52.296;10.436;75
EX639;JKI_Braunschweig_Rainshelter;2010;22.10.2009;19.07.2010;fert136;WW;52.296;10.436;75
EX640;JKI_Braunschweig_Rainshelter;2010;22.10.2009;19.07.2010;fert136;WW;52.296;10.436;75
EX641;JKI_Braunschweig_Rainshelter;2010;22.10.2009;19.07.2010;fert136;WW;52.296;10.436;75
EX642;JKI_Braunschweig_Rainshelter;2011;23.09.2010;07.07.2011;fert137;WB;52.296;10.436;75
EX643;JKI_Braunschweig_Rainshelter;2011;23.09.2010;07.07.2011;fert137;WB;52.296;10.436;75
EX644;JKI_Braunschweig_Rainshelter;2011;23.09.2010;07.07.2011;fert137;WB;52.296;10.436;75
EX645;JKI_Braunschweig_Rainshelter;2011;23.09.2010;07.07.2011;fert137;WB;52.296;10.436;75
EX646;JKI_Braunschweig_Rainshelter;2011;23.09.2010;26.07.2011;fert137;WR;52.296;10.436;75
EX647;JKI_Braunschweig_Rainshelter;2011;23.09.2010;26.07.2011;fert137;WR;52.296;10.436;75
EX648;JKI_Braunschweig_Rainshelter;2011;23.09.2010;26.07.2011;fert137;WR;52.296;10.436;75
EX649;JKI_Braunschweig_Rainshelter;2011;23.09.2010;26.07.2011;fert137;WR;52.296;10.436;75
EX650;JKI_Braunschweig_Rainshelter;2011;12.10.2010;26.07.2011;fert137;TR;52.296;10.436;75
EX651;JKI_Braunschweig_Rainshelter;2011;12.10.2010;26.07.2011;fert137;TR;52.296;10.436;75
EX652;JKI_Braunschweig_Rainshelter;2011;12.10.2010;26.07.2011;fert137;TR;52.296;10.436;75
EX653;JKI_Braunschweig_Rainshelter;2011;12.10.2010;26.07.2011;fert137;TR;52.296;10.436;75
EX654;JKI_Braunschweig_Rainshelter;2011;12.10.2010;22.07.2011;fert137;WW;52.296;10.436;75
EX655;JKI_Braunschweig_Rainshelter;2011;12.10.2010;22.07.2011;fert137;WW;52.296;10.436;75
EX656;JKI_Braunschweig_Rainshelter;2011;12.10.2010;22.07.2011;fert137;WW;52.296;10.436;75
EX657;JKI_Braunschweig_Rainshelter;2011;12.10.2010;22.07.2011;fert137;WW;52.296;10.436;75
EX658;JKI_Braunschweig_Rainshelter;2011;23.09.2010;30.06.2011;fert137;WB;52.296;10.436;75
EX659;JKI_Braunschweig_Rainshelter;2011;23.09.2010;30.06.2011;fert137;WB;52.296;10.436;75
EX660;JKI_Braunschweig_Rainshelter;2011;23.09.2010;30.06.2011;fert137;WB;52.296;10.436;75
EX661;JKI_Braunschweig_Rainshelter;2011;23.09.2010;30.06.2011;fert137;WB;52.296;10.436;75
EX662;JKI_Braunschweig_Rainshelter;2011;23.09.2010;18.07.2011;fert137;WR;52.296;10.436;75
EX663;JKI_Braunschweig_Rainshelter;2011;23.09.2010;18.07.2011;fert137;WR;52.296;10.436;75
EX664;JKI_Braunschweig_Rainshelter;2011;23.09.2010;18.07.2011;fert137;WR;52.296;10.436;75
EX665;JKI_Braunschweig_Rainshelter;2011;23.09.2010;18.07.2011;fert137;WR;52.296;10.436;75
EX666;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;TR;52.296;10.436;75
EX667;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;TR;52.296;10.436;75
EX668;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;TR;52.296;10.436;75
EX669;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;TR;52.296;10.436;75
EX670;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;WW;52.296;10.436;75
EX671;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;WW;52.296;10.436;75
EX672;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;WW;52.296;10.436;75
EX673;JKI_Braunschweig_Rainshelter;2011;12.10.2010;13.07.2011;fert137;WW;52.296;10.436;75
EX674;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;no_fert;SB;52.216;17.85;99
EX675;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;fert138;SB;52.216;17.85;99
EX676;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;fert139;SB;52.216;17.85;99
EX677;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;fert140;SB;52.216;17.85;99
EX678;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;no_fert;SB;52.216;17.85;99
EX679;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;fert138;SB;52.216;17.85;99
EX680;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;fert139;SB;52.216;17.85;99
EX681;UTP_Bydgoszcz;2011;08.04.2011;05.08.2011;fert140;SB;52.216;17.85;99
EX682;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;no_fert;SB;52.216;17.85;99
EX683;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;fert141;SB;52.216;17.85;99
EX684;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;fert142;SB;52.216;17.85;99
EX685;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;fert143;SB;52.216;17.85;99
EX686;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;no_fert;SB;52.216;17.85;99
EX687;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;fert141;SB;52.216;17.85;99
EX688;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;fert142;SB;52.216;17.85;99
EX689;UTP_Bydgoszcz;2012;29.03.2012;02.08.2012;fert143;SB;52.216;17.85;99
EX690;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;no_fert;SB;52.216;17.85;99
EX691;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;fert144;SB;52.216;17.85;99
EX692;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;fert145;SB;52.216;17.85;99
EX693;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;fert146;SB;52.216;17.85;99
EX694;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;no_fert;SB;52.216;17.85;99
EX695;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;fert144;SB;52.216;17.85;99
EX696;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;fert145;SB;52.216;17.85;99
EX697;UTP_Bydgoszcz;2013;17.04.2013;16.08.2013;fert146;SB;52.216;17.85;99
EX698;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;no_fert;SW;52.216;17.85;99
EX699;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;fert159;SW;52.216;17.85;99
EX700;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;fert160;SW;52.216;17.85;99
EX701;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;fert161;SW;52.216;17.85;99
EX702;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;no_fert;SW;52.216;17.85;99
EX703;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;fert159;SW;52.216;17.85;99
EX704;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;fert160;SW;52.216;17.85;99
EX705;UTP_Bydgoszcz;2013;17.04.2013;17.08.2013;fert161;SW;52.216;17.85;99
EX706;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;no_fert;SB;52.216;17.85;99
EX707;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert147;SB;52.216;17.85;99
EX708;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert148;SB;52.216;17.85;99
EX709;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert149;SB;52.216;17.85;99
EX710;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;no_fert;SB;52.216;17.85;99
EX711;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert147;SB;52.216;17.85;99
EX712;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert148;SB;52.216;17.85;99
EX713;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert149;SB;52.216;17.85;99
EX714;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;no_fert;SW;52.216;17.85;99
EX715;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert162;SW;52.216;17.85;99
EX716;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert163;SW;52.216;17.85;99
EX717;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert164;SW;52.216;17.85;99
EX718;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;no_fert;SW;52.216;17.85;99
EX719;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert162;SW;52.216;17.85;99
EX720;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert163;SW;52.216;17.85;99
EX721;UTP_Bydgoszcz;2014;13.03.2014;30.07.2014;fert164;SW;52.216;17.85;99
EX722;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;no_fert;SB;52.216;17.85;99
EX723;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;fert150;SB;52.216;17.85;99
EX724;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;fert151;SB;52.216;17.85;99
EX725;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;fert152;SB;52.216;17.85;99
EX726;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;no_fert;SB;52.216;17.85;99
EX727;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;fert150;SB;52.216;17.85;99
EX728;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;fert151;SB;52.216;17.85;99
EX729;UTP_Bydgoszcz;2015;23.03.2015;03.08.2015;fert152;SB;52.216;17.85;99
EX730;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;no_fert;SB;52.216;17.85;99
EX731;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;fert153;SB;52.216;17.85;99
EX732;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;fert154;SB;52.216;17.85;99
EX733;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;fert155;SB;52.216;17.85;99
EX734;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;no_fert;SB;52.216;17.85;99
EX735;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;fert153;SB;52.216;17.85;99
EX736;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;fert154;SB;52.216;17.85;99
EX737;UTP_Bydgoszcz;2016;01.04.2016;27.07.2016;fert155;SB;52.216;17.85;99
EX738;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;no_fert;SB;52.216;17.85;99
EX739;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;fert156;SB;52.216;17.85;99
EX740;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;fert157;SB;52.216;17.85;99
EX741;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;fert158;SB;52.216;17.85;99
EX742;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;no_fert;SB;52.216;17.85;99
EX743;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;fert156;SB;52.216;17.85;99
EX744;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;fert157;SB;52.216;17.85;99
EX745;UTP_Bydgoszcz;2017;31.03.2017;08.08.2017;fert158;SB;52.216;17.85;99
