Experiment;Name;Year;Sowing;Harvest;Fertilisation_min;Crop;Lat;Long;Elevation
EX272;HUB_Thyrow_D1;2017;10.04.2017;26.09.2017;no_fert;PO;52.252;13.235;47
EX273;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;no_fert;WR;52.252;13.235;47
EX274;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;no_fert;WW;52.252;13.235;47
EX275;HUB_Thyrow_D1;2017;10.04.2017;26.09.2017;fert50;PO;52.252;13.235;47
EX276;HUB_Thyrow_D1;2017;30.08.2016;31.07.2017;fert48;WC;52.252;13.235;47
EX277;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;fert46;WR;52.252;13.235;47
EX278;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;fert46;WW;52.252;13.235;47
EX279;HUB_Thyrow_D1;2017;10.04.2017;26.09.2017;fert49;PO;52.252;13.235;47
EX280;HUB_Thyrow_D1;2017;30.08.2016;31.07.2017;fert47;WC;52.252;13.235;47
EX281;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;fert45;WR;52.252;13.235;47
EX282;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;fert45;WW;52.252;13.235;47
EX283;HUB_Thyrow_D1;2017;10.04.2017;26.09.2017;fert49;PO;52.252;13.235;47
EX284;HUB_Thyrow_D1;2017;30.08.2016;31.07.2017;fert47;WC;52.252;13.235;47
EX285;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;fert45;WR;52.252;13.235;47
EX286;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;fert45;WW;52.252;13.235;47
EX287;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;no_fert;WR;52.252;13.235;47
EX288;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;no_fert;WW;52.252;13.235;47
EX289;HUB_Thyrow_D1;2017;30.08.2016;31.07.2017;fert48;WC;52.252;13.235;47
EX290;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;fert46;WR;52.252;13.235;47
EX291;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;fert46;WW;52.252;13.235;47
EX292;HUB_Thyrow_D1;2017;30.08.2016;31.07.2017;fert47;WC;52.252;13.235;47
EX293;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;fert45;WR;52.252;13.235;47
EX294;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;fert45;WW;52.252;13.235;47
EX295;HUB_Thyrow_D1;2017;30.08.2016;31.07.2017;fert47;WC;52.252;13.235;47
EX296;HUB_Thyrow_D1;2017;28.09.2016;31.07.2017;fert45;WR;52.252;13.235;47
EX297;HUB_Thyrow_D1;2017;28.09.2016;02.08.2017;fert45;WW;52.252;13.235;47
EX298;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;no_fert;PO;52.252;13.235;47
EX299;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;no_fert;WR;52.252;13.235;47
EX300;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;no_fert;WW;52.252;13.235;47
EX301;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;fert56;PO;52.252;13.235;47
EX302;HUB_Thyrow_D1;2018;28.08.2017;16.07.2018;fert52;WC;52.252;13.235;47
EX303;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;fert54;WR;52.252;13.235;47
EX304;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;fert58;WW;52.252;13.235;47
EX305;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;fert55;PO;52.252;13.235;47
EX306;HUB_Thyrow_D1;2018;28.08.2017;16.07.2018;fert51;WC;52.252;13.235;47
EX307;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;fert53;WR;52.252;13.235;47
EX308;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;fert57;WW;52.252;13.235;47
EX309;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;fert55;PO;52.252;13.235;47
EX310;HUB_Thyrow_D1;2018;28.08.2017;16.07.2018;fert51;WC;52.252;13.235;47
EX311;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;fert53;WR;52.252;13.235;47
EX312;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;fert57;WW;52.252;13.235;47
EX313;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;no_fert;PO;52.252;13.235;47
EX314;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;no_fert;WR;52.252;13.235;47
EX315;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;no_fert;WW;52.252;13.235;47
EX316;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;fert56;PO;52.252;13.235;47
EX317;HUB_Thyrow_D1;2018;28.08.2017;16.07.2018;fert52;WC;52.252;13.235;47
EX318;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;fert54;WR;52.252;13.235;47
EX319;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;fert58;WW;52.252;13.235;47
EX320;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;fert55;PO;52.252;13.235;47
EX321;HUB_Thyrow_D1;2018;28.08.2017;16.07.2018;fert51;WC;52.252;13.235;47
EX322;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;fert53;WR;52.252;13.235;47
EX323;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;fert57;WW;52.252;13.235;47
EX324;HUB_Thyrow_D1;2018;12.04.2018;06.09.2018;fert55;PO;52.252;13.235;47
EX325;HUB_Thyrow_D1;2018;28.08.2017;16.07.2018;fert51;WC;52.252;13.235;47
EX326;HUB_Thyrow_D1;2018;29.09.2017;24.07.2018;fert53;WR;52.252;13.235;47
EX327;HUB_Thyrow_D1;2018;29.09.2017;17.07.2018;fert57;WW;52.252;13.235;47
EX328;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;no_fert;PO;52.252;13.235;47
EX329;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;no_fert;WC;52.252;13.235;47
EX330;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;no_fert;WR;52.252;13.235;47
EX331;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;no_fert;WW;52.252;13.235;47
EX332;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;fert62;PO;52.252;13.235;47
EX333;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;fert64;WC;52.252;13.235;47
EX334;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;fert60;WR;52.252;13.235;47
EX335;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;fert60;WW;52.252;13.235;47
EX336;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;fert61;PO;52.252;13.235;47
EX337;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;fert63;WC;52.252;13.235;47
EX338;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;fert59;WR;52.252;13.235;47
EX339;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;fert59;WW;52.252;13.235;47
EX340;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;fert61;PO;52.252;13.235;47
EX341;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;fert63;WC;52.252;13.235;47
EX342;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;fert59;WR;52.252;13.235;47
EX343;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;fert59;WW;52.252;13.235;47
EX344;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;no_fert;PO;52.252;13.235;47
EX345;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;no_fert;WC;52.252;13.235;47
EX346;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;no_fert;WR;52.252;13.235;47
EX347;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;no_fert;WW;52.252;13.235;47
EX348;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;fert62;PO;52.252;13.235;47
EX349;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;fert64;WC;52.252;13.235;47
EX350;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;fert60;WR;52.252;13.235;47
EX351;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;fert60;WW;52.252;13.235;47
EX352;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;fert61;PO;52.252;13.235;47
EX353;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;fert63;WC;52.252;13.235;47
EX354;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;fert59;WR;52.252;13.235;47
EX355;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;fert59;WW;52.252;13.235;47
EX356;HUB_Thyrow_D1;2019;02.04.2019;07.10.2019;fert61;PO;52.252;13.235;47
EX357;HUB_Thyrow_D1;2019;31.08.2018;29.07.2019;fert63;WC;52.252;13.235;47
EX358;HUB_Thyrow_D1;2019;26.09.2018;22.07.2019;fert59;WR;52.252;13.235;47
EX359;HUB_Thyrow_D1;2019;25.09.2018;11.07.2019;fert59;WW;52.252;13.235;47
EX360;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;no_fert;PO;52.252;13.235;47
EX361;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;no_fert;WC;52.252;13.235;47
EX362;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;no_fert;WR;52.252;13.235;47
EX363;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;no_fert;WW;52.252;13.235;47
EX364;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;fert66;PO;52.252;13.235;47
EX365;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;fert70;WC;52.252;13.235;47
EX366;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;fert68;WR;52.252;13.235;47
EX367;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;fert68;WW;52.252;13.235;47
EX368;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;fert65;PO;52.252;13.235;47
EX369;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;fert69;WC;52.252;13.235;47
EX370;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;fert67;WR;52.252;13.235;47
EX371;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;fert67;WW;52.252;13.235;47
EX372;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;fert65;PO;52.252;13.235;47
EX373;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;fert69;WC;52.252;13.235;47
EX374;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;fert67;WR;52.252;13.235;47
EX375;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;fert67;WW;52.252;13.235;47
EX376;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;no_fert;PO;52.252;13.235;47
EX377;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;no_fert;WC;52.252;13.235;47
EX378;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;no_fert;WR;52.252;13.235;47
EX379;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;no_fert;WW;52.252;13.235;47
EX380;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;fert66;PO;52.252;13.235;47
EX381;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;fert70;WC;52.252;13.235;47
EX382;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;fert68;WR;52.252;13.235;47
EX383;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;fert68;WW;52.252;13.235;47
EX384;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;fert65;PO;52.252;13.235;47
EX385;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;fert69;WC;52.252;13.235;47
EX386;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;fert67;WR;52.252;13.235;47
EX387;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;fert67;WW;52.252;13.235;47
EX388;HUB_Thyrow_D1;2020;06.04.2020;09.09.2020;fert65;PO;52.252;13.235;47
EX389;HUB_Thyrow_D1;2020;02.09.2019;20.07.2020;fert69;WC;52.252;13.235;47
EX390;HUB_Thyrow_D1;2020;27.09.2019;27.07.2020;fert67;WR;52.252;13.235;47
EX391;HUB_Thyrow_D1;2020;11.10.2019;27.07.2020;fert67;WW;52.252;13.235;47
EX392;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;no_fert;PO;52.252;13.235;47
EX393;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;no_fert;WC;52.252;13.235;47
EX394;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;no_fert;WR;52.252;13.235;47
EX395;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;no_fert;WW;52.252;13.235;47
EX396;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;fert72;PO;52.252;13.235;47
EX397;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;fert76;WC;52.252;13.235;47
EX398;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;fert74;WR;52.252;13.235;47
EX399;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;fert74;WW;52.252;13.235;47
EX400;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;fert71;PO;52.252;13.235;47
EX401;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;fert75;WC;52.252;13.235;47
EX402;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;fert73;WR;52.252;13.235;47
EX403;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;fert73;WW;52.252;13.235;47
EX404;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;fert71;PO;52.252;13.235;47
EX405;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;fert75;WC;52.252;13.235;47
EX406;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;fert73;WR;52.252;13.235;47
EX407;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;fert73;WW;52.252;13.235;47
EX408;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;no_fert;PO;52.252;13.235;47
EX409;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;no_fert;WC;52.252;13.235;47
EX410;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;no_fert;WR;52.252;13.235;47
EX411;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;no_fert;WW;52.252;13.235;47
EX412;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;fert72;PO;52.252;13.235;47
EX413;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;fert76;WC;52.252;13.235;47
EX414;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;fert74;WR;52.252;13.235;47
EX415;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;fert74;WW;52.252;13.235;47
EX416;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;fert71;PO;52.252;13.235;47
EX417;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;fert75;WC;52.252;13.235;47
EX418;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;fert73;WR;52.252;13.235;47
EX419;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;fert73;WW;52.252;13.235;47
EX420;HUB_Thyrow_D1;2021;12.04.2021;21.09.2021;fert71;PO;52.252;13.235;47
EX421;HUB_Thyrow_D1;2021;31.08.2020;02.08.2021;fert75;WC;52.252;13.235;47
EX422;HUB_Thyrow_D1;2021;29.07.2021;29.09.2021;fert73;WR;52.252;13.235;47
EX423;HUB_Thyrow_D1;2021;24.09.2020;29.07.2021;fert73;WW;52.252;13.235;47
EX424;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;no_fert;PO;52.252;13.235;47
EX425;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;no_fert;WR;52.252;13.235;47
EX426;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;no_fert;WW;52.252;13.235;47
EX427;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;fert82;PO;52.252;13.235;47
EX428;HUB_Thyrow_D1;2022;31.08.2021;12.07.2022;fert80;WC;52.252;13.235;47
EX429;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;fert78;WR;52.252;13.235;47
EX430;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;fert78;WW;52.252;13.235;47
EX431;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;fert81;PO;52.252;13.235;47
EX432;HUB_Thyrow_D1;2022;31.08.2021;12.07.2022;fert79;WC;52.252;13.235;47
EX433;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;fert77;WR;52.252;13.235;47
EX434;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;fert77;WW;52.252;13.235;47
EX435;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;fert81;PO;52.252;13.235;47
EX436;HUB_Thyrow_D1;2022;31.08.2021;12.07.2022;fert79;WC;52.252;13.235;47
EX437;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;fert77;WR;52.252;13.235;47
EX438;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;fert77;WW;52.252;13.235;47
EX439;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;no_fert;PO;52.252;13.235;47
EX440;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;no_fert;WR;52.252;13.235;47
EX441;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;no_fert;WW;52.252;13.235;47
EX442;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;fert82;PO;52.252;13.235;47
EX443;HUB_Thyrow_D1;2022;31.08.2021;12.07.2022;fert80;WC;52.252;13.235;47
EX444;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;fert78;WR;52.252;13.235;47
EX445;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;fert78;WW;52.252;13.235;47
EX446;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;fert81;PO;52.252;13.235;47
EX447;HUB_Thyrow_D1;2022;31.08.2021;12.07.2022;fert79;WC;52.252;13.235;47
EX448;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;fert77;WR;52.252;13.235;47
EX449;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;fert77;WW;52.252;13.235;47
EX450;HUB_Thyrow_D1;2022;06.04.2022;22.09.2022;fert81;PO;52.252;13.235;47
EX451;HUB_Thyrow_D1;2022;31.08.2021;12.07.2022;fert79;WC;52.252;13.235;47
EX452;HUB_Thyrow_D1;2022;30.09.2021;20.07.2022;fert77;WR;52.252;13.235;47
EX453;HUB_Thyrow_D1;2022;29.09.2021;19.07.2022;fert77;WW;52.252;13.235;47
EX454;TI_Braunschweig_FACE;2000;25.09.1999;26.06.2000;fert83;WB;52.3;10.433;75
EX455;TI_Braunschweig_FACE;2000;25.09.1999;20.06.2000;fert84;WB;52.3;10.433;75
EX456;TI_Braunschweig_FACE;2000;25.09.1999;26.06.2000;fert83;WB;52.3;10.433;75
EX457;TI_Braunschweig_FACE;2000;25.09.1999;20.06.2000;fert84;WB;52.3;10.433;75
EX458;TI_Braunschweig_FACE;2001;11.04.2001;18.09.2001;fert85;ZU;52.3;10.433;75
EX459;TI_Braunschweig_FACE;2001;11.04.2001;25.09.2001;fert86;ZU;52.3;10.433;75
EX460;TI_Braunschweig_FACE;2001;11.04.2001;18.09.2001;fert85;ZU;52.3;10.433;75
EX461;TI_Braunschweig_FACE;2001;11.04.2001;25.09.2001;fert86;ZU;52.3;10.433;75
EX462;TI_Braunschweig_FACE;2002;07.11.2001;31.07.2002;fert87;WW;52.3;10.433;75
EX463;TI_Braunschweig_FACE;2002;07.11.2001;31.07.2002;fert88;WW;52.3;10.433;75
EX464;TI_Braunschweig_FACE;2002;07.11.2001;31.07.2002;fert87;WW;52.3;10.433;75
EX465;TI_Braunschweig_FACE;2002;07.11.2001;31.07.2002;fert88;WW;52.3;10.433;75
EX466;TI_Braunschweig_FACE;2003;25.09.2002;26.06.2003;fert89;WB;52.3;10.433;75
EX467;TI_Braunschweig_FACE;2003;25.09.2002;26.06.2003;fert90;WB;52.3;10.433;75
EX468;TI_Braunschweig_FACE;2003;25.09.2002;26.06.2003;fert89;WB;52.3;10.433;75
EX469;TI_Braunschweig_FACE;2003;25.09.2002;26.06.2003;fert90;WB;52.3;10.433;75
EX470;TI_Braunschweig_FACE;2004;14.04.2004;28.09.2004;fert91;ZU;52.3;10.433;75
EX471;TI_Braunschweig_FACE;2004;14.04.2004;28.09.2004;fert92;ZU;52.3;10.433;75
EX472;TI_Braunschweig_FACE;2004;14.04.2004;28.09.2004;fert91;ZU;52.3;10.433;75
EX473;TI_Braunschweig_FACE;2004;14.04.2004;28.09.2004;fert92;ZU;52.3;10.433;75
EX474;TI_Braunschweig_FACE;2005;26.10.2004;27.07.2005;fert93;WW;52.3;10.433;75
EX475;TI_Braunschweig_FACE;2005;26.10.2004;27.07.2005;fert94;WW;52.3;10.433;75
EX476;TI_Braunschweig_FACE;2005;26.10.2004;27.07.2005;fert93;WW;52.3;10.433;75
EX477;TI_Braunschweig_FACE;2005;26.10.2004;27.07.2005;fert94;WW;52.3;10.433;75
EX478;TI_Braunschweig_FACE;2007;25.04.2007;02.10.2007;fert95;SM;52.3;10.433;75
EX479;TI_Braunschweig_FACE;2007;25.04.2007;02.10.2007;fert95;SM;52.3;10.433;75
EX480;TI_Braunschweig_FACE;2007;25.04.2007;02.10.2007;fert95;SM;52.3;10.433;75
EX481;TI_Braunschweig_FACE;2007;25.04.2007;02.10.2007;fert95;SM;52.3;10.433;75
EX482;TI_Braunschweig_FACE;2008;09.05.2008;29.09.2008;fert96;SM;52.3;10.433;75
EX483;TI_Braunschweig_FACE;2008;09.05.2008;29.09.2008;fert96;SM;52.3;10.433;75
EX484;TI_Braunschweig_FACE;2008;09.05.2008;29.09.2008;fert96;SM;52.3;10.433;75
EX485;TI_Braunschweig_FACE;2008;09.05.2008;29.09.2008;fert96;SM;52.3;10.433;75
EX486;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX487;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX488;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX489;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX490;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX491;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX492;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX493;ZALF_Muencheberg_V4;2008;24.04.2008;10.09.2008;fert112;SM;52.517;14.124;64
EX494;ZALF_Muencheberg_V4;2008;02.10.2007;28.05.2008;fert113;WR;52.517;14.124;64
EX495;ZALF_Muencheberg_V4;2008;02.10.2007;28.05.2008;fert113;WR;52.517;14.124;64
EX496;ZALF_Muencheberg_V4;2008;02.10.2007;28.05.2008;fert113;WR;52.517;14.124;64
EX497;ZALF_Muencheberg_V4;2008;02.10.2007;28.05.2008;fert113;WR;52.517;14.124;64
EX498;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX499;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX500;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX501;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX502;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX503;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX504;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX505;ZALF_Muencheberg_V4;2009;22.04.2009;15.09.2009;fert114;SM;52.517;14.124;64
EX506;ZALF_Muencheberg_V4;2009;24.09.2008;23.06.2009;fert115;TR;52.517;14.124;64
EX507;ZALF_Muencheberg_V4;2009;24.09.2008;23.06.2009;fert115;TR;52.517;14.124;64
EX508;ZALF_Muencheberg_V4;2009;24.09.2008;23.06.2009;fert115;TR;52.517;14.124;64
EX509;ZALF_Muencheberg_V4;2009;24.09.2008;23.06.2009;fert115;TR;52.517;14.124;64
EX510;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX511;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX512;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX513;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX514;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX515;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX516;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX517;ZALF_Muencheberg_V4;2010;30.04.2010;18.09.2010;fert116;SM;52.517;14.124;64
EX518;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert117;SM;52.517;14.124;64
EX519;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert117;SM;52.517;14.124;64
EX520;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert118;SM;52.517;14.124;64
EX521;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert118;SM;52.517;14.124;64
EX522;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert117;SM;52.517;14.124;64
EX523;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert117;SM;52.517;14.124;64
EX524;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert118;SM;52.517;14.124;64
EX525;ZALF_Muencheberg_V4;2011;02.05.2011;13.09.2011;fert118;SM;52.517;14.124;64
EX526;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert119;SM;52.517;14.124;64
EX527;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert119;SM;52.517;14.124;64
EX528;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert120;SM;52.517;14.124;64
EX529;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert120;SM;52.517;14.124;64
EX530;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert119;SM;52.517;14.124;64
EX531;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert119;SM;52.517;14.124;64
EX532;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert120;SM;52.517;14.124;64
EX533;ZALF_Muencheberg_V4;2012;25.04.2012;17.09.2012;fert120;SM;52.517;14.124;64
EX534;ZALF_Muencheberg_V4;2012;26.09.2011;23.05.2012;fert121;WR;52.517;14.124;64
EX535;ZALF_Muencheberg_V4;2012;26.09.2011;23.05.2012;fert121;WR;52.517;14.124;64
EX536;ZALF_Muencheberg_V4;2012;26.09.2011;23.05.2012;fert121;WR;52.517;14.124;64
EX537;ZALF_Muencheberg_V4;2012;26.09.2011;23.05.2012;fert121;WR;52.517;14.124;64
EX538;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert122;SM;52.517;14.124;64
EX539;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert122;SM;52.517;14.124;64
EX540;ZALF_Muencheberg_V4;2013;26.04.2013;12.09.2013;fert123;SM;52.517;14.124;64
