iso-date,tmin,tavg,tmax,precip,relhumid,globrad,wind
1961-01-01,-2.7,-1.11,1.18,3.26,89.3,1.61,2.18
1961-01-02,-2.3,0.38,1.21,0.7,84.14,1.62,2.2
1961-01-03,0.27,3.2,4.4,0.0,76.48,3.46,4.84
1961-01-04,2.68,4.48,8.39,1.01,81.01,1.64,6.72
1961-01-05,0.29,2.38,5.39,0.0,74.16,4.45,4.57
1961-01-06,-2.03,2.17,4.58,0.0,68.29,6.07,6.84
1961-01-07,0.68,2.17,4.28,0.0,69.5,3.63,4.74
1961-01-08,0.16,1.57,3.98,1.41,76.8,5.34,3.58
1961-01-09,0.68,2.08,5.19,0.49,79.03,5.32,4.54
1961-01-10,-0.23,1.77,4.19,0.04,80.05,4.87,3.55
1961-01-11,0.99,2.38,4.08,0.29,76.75,1.76,4.76
1961-01-12,-1.93,-0.92,2.18,0.0,70.26,5.68,5.28
1961-01-13,-4.32,-2.91,0.99,0.03,73.51,6.51,2.2
1961-01-14,-4.02,-3.22,0.0,0.0,85.5,2.11,2.19
1961-01-15,-5.83,-0.82,2.42,0.0,84.58,4.81,4.74
1961-01-16,-4.23,-3.0,-1.17,0.0,87.65,5.1,6.35
1961-01-17,-7.62,-5.22,-0.9,0.0,80.96,6.35,4.76
1961-01-18,-11.51,-9.62,-5.41,0.0,66.6,6.88,4.54
1961-01-19,-12.88,-9.49,-2.3,0.03,73.23,6.6,2.2
1961-01-20,-13.0,-8.99,-1.26,0.0,83.85,6.2,2.22
1961-01-21,-13.21,-7.92,-0.41,0.0,79.44,6.14,2.21
1961-01-22,-11.92,-5.2,-0.79,0.29,76.17,4.37,2.19
1961-01-23,-7.61,-2.62,0.32,0.72,75.87,5.39,2.19
1961-01-24,-6.0,-5.59,-0.89,1.01,87.54,2.08,4.94
1961-01-25,-8.51,-7.71,-4.7,0.0,88.16,2.11,10.37
1961-01-26,-12.98,-10.88,-6.07,0.0,81.44,6.41,2.18
1961-01-27,-17.1,-12.29,-2.86,0.05,74.91,7.42,2.21
1961-01-28,-16.38,-7.6,-0.88,0.3,65.72,7.31,9.35
1961-01-29,-10.47,-5.41,-3.09,0.0,87.62,2.24,2.19
1961-01-30,-11.08,-0.7,1.98,0.26,75.54,6.01,3.55
1961-01-31,0.59,2.67,6.87,3.93,83.83,2.38,4.24
1961-02-01,0.37,1.97,3.77,4.27,83.19,2.34,2.18
1961-02-02,-1.83,1.58,5.68,0.0,75.32,5.74,2.18
1961-02-03,0.78,1.87,4.88,0.1,81.39,5.81,3.96
1961-02-04,0.08,0.78,2.98,0.83,78.5,4.57,3.97
1961-02-05,-2.21,-1.02,2.76,0.02,91.16,3.77,2.89
1961-02-06,-6.79,-1.32,1.78,0.0,62.64,5.62,4.84
1961-02-07,-0.72,0.27,3.06,0.0,87.16,2.58,2.88
1961-02-08,-0.63,1.68,4.97,0.57,87.02,5.19,3.39
1961-02-09,-1.31,1.28,2.77,10.09,86.61,2.67,1.58
1961-02-10,1.38,2.48,4.58,0.13,80.88,2.71,4.37
1961-02-11,0.47,3.97,8.18,2.73,75.38,6.38,1.58
1961-02-12,2.38,3.28,4.87,8.2,83.19,2.8,2.88
1961-02-13,0.38,2.68,5.99,0.0,83.8,6.17,1.6
1961-02-14,-1.01,3.08,7.47,0.0,76.3,6.72,1.59
1961-02-15,2.79,4.31,7.32,0.0,78.29,2.94,2.18
1961-02-16,1.0,2.88,4.51,0.0,83.97,2.99,1.58
1961-02-17,0.07,2.3,8.11,0.02,80.61,6.76,1.62
1961-02-18,-1.29,0.4,2.43,0.2,96.44,3.09,1.6
1961-02-19,0.0,1.38,2.41,3.62,89.69,3.14,1.6
1961-02-20,1.27,3.47,5.57,0.2,83.55,3.77,1.6
1961-02-21,-0.23,2.07,6.46,0.0,88.83,7.02,2.87
1961-02-22,-0.52,1.6,6.0,0.0,85.47,3.31,1.61
1961-02-23,-1.59,3.4,6.01,0.0,75.45,3.46,1.6
1961-02-24,2.89,4.09,6.12,0.0,71.93,3.4,1.59
1961-02-25,-0.6,1.79,5.6,0.02,72.82,8.25,2.2
1961-02-26,0.29,0.88,1.6,0.0,80.0,3.51,2.78
1961-02-27,0.38,4.38,8.78,0.0,74.84,9.8,2.88
1961-02-28,0.47,3.98,7.38,1.38,75.26,7.56,5.05
1961-03-01,0.58,3.27,8.66,0.0,67.68,9.92,2.07
1961-03-02,-1.52,2.37,6.27,0.0,70.11,6.57,1.69
1961-03-03,-0.42,4.37,7.86,0.3,70.2,7.1,1.7
1961-03-04,3.19,4.48,7.37,0.0,81.04,3.84,1.69
1961-03-05,-1.2,3.66,10.54,0.04,72.61,8.31,1.71
1961-03-06,1.27,4.27,9.77,0.06,72.34,8.13,1.69
1961-03-07,-2.28,5.98,13.57,0.04,65.94,10.26,1.72
1961-03-08,-0.89,5.27,15.06,0.06,65.16,11.71,1.71
1961-03-09,-2.28,6.48,16.26,0.06,54.56,12.42,2.1
1961-03-10,-1.3,6.77,19.09,0.06,58.62,12.55,1.7
1961-03-11,-0.19,8.87,16.17,0.04,54.4,11.11,1.68
1961-03-12,7.77,12.17,16.06,0.01,52.09,9.81,4.04
1961-03-13,7.48,8.56,12.16,1.43,69.59,4.44,7.62
1961-03-14,4.18,7.77,9.87,1.91,75.55,4.42,2.76
1961-03-15,7.97,10.07,14.16,0.0,68.45,9.7,4.65
1961-03-16,5.08,11.28,16.77,0.0,55.98,13.33,4.86
1961-03-17,1.7,8.87,18.37,0.08,55.31,14.5,1.69
1961-03-18,2.9,12.17,21.06,0.0,53.42,14.65,2.46
1961-03-19,3.66,5.37,11.72,0.0,56.86,4.73,4.45
1961-03-20,-2.22,1.86,6.85,3.12,61.49,11.71,2.79
1961-03-21,0.77,3.16,6.95,0.95,69.06,10.21,6.57
1961-03-22,-1.34,0.45,4.55,0.12,60.44,10.51,4.65
1961-03-23,-1.44,4.17,6.36,0.1,75.65,4.97,2.08
1961-03-24,5.38,7.87,10.78,0.0,60.79,9.22,4.86
1961-03-25,5.47,8.86,12.28,0.0,59.8,10.95,4.07
1961-03-26,1.99,9.37,12.56,0.0,55.2,8.62,3.67
1961-03-27,2.78,5.37,9.85,1.79,64.46,6.87,2.85
1961-03-28,-0.82,2.36,9.95,0.0,63.1,10.12,10.94
1961-03-29,0.17,4.77,6.47,0.98,69.8,5.33,1.68
1961-03-30,3.29,8.07,11.98,1.04,70.45,5.85,5.14
1961-03-31,6.89,7.28,10.17,2.59,79.57,5.45,2.86
1961-04-01,0.68,8.77,12.75,1.69,68.05,7.48,3.64
1961-04-02,7.28,9.78,12.77,3.27,69.29,5.7,1.8
1961-04-03,7.78,10.06,15.07,0.03,70.94,10.19,2.78
1961-04-04,5.78,9.87,16.78,0.61,76.15,9.13,1.79
1961-04-05,5.69,13.67,21.54,0.14,60.45,16.76,2.18
