iso-date,tmin,tavg,tmax,precip,relhumid,globrad,wind
1961-01-01,-2.81,-0.83,0.79,0.69,84.51,1.55,4.82
1961-01-02,-4.03,-1.56,0.12,0.0,81.9,1.55,6.28
1961-01-03,-2.52,-0.01,1.51,2.48,83.51,1.56,6.3
1961-01-04,-1.51,-0.0,2.72,0.89,86.92,5.53,5.61
1961-01-05,-2.5,0.29,1.71,1.47,82.37,1.9,6.78
1961-01-06,-4.52,-0.72,1.29,0.0,76.0,5.38,6.23
1961-01-07,-1.21,0.28,1.39,2.78,83.95,1.63,6.77
1961-01-08,-1.52,0.59,1.29,0.88,82.75,1.63,6.81
1961-01-09,-0.92,0.88,2.69,1.27,84.6,1.99,6.31
1961-01-10,-2.71,-0.31,1.99,0.0,79.99,1.67,5.6
1961-01-11,-3.1,-1.5,0.39,0.0,81.94,1.69,5.57
1961-01-12,-9.89,-7.31,-0.9,0.0,85.66,6.17,6.78
1961-01-13,-13.7,-6.1,-2.0,0.03,76.97,1.84,6.82
1961-01-14,-5.4,-2.01,0.79,0.81,73.71,1.75,4.86
1961-01-15,-4.02,-1.81,0.22,0.0,90.84,1.77,8.16
1961-01-16,-9.93,-5.92,1.6,0.0,71.88,6.49,6.82
1961-01-17,-10.11,-5.92,-1.51,0.0,87.35,6.55,6.76
1961-01-18,-14.53,-11.42,-6.11,0.0,81.04,6.64,8.44
1961-01-19,-15.53,-11.91,-7.01,0.0,71.96,6.76,6.77
1961-01-20,-16.52,-10.42,-4.04,0.3,71.69,6.83,5.64
1961-01-21,-10.65,-3.42,-1.42,0.0,79.19,1.92,4.83
1961-01-22,-3.62,-2.02,0.58,1.48,81.06,1.96,6.31
1961-01-23,-5.82,-3.94,-1.27,1.9,87.05,1.98,7.23
1961-01-24,-5.21,-4.22,-1.78,0.5,88.98,2.01,6.83
1961-01-25,-9.12,-7.82,-4.11,0.0,88.35,2.04,8.13
1961-01-26,-14.24,-9.81,-6.48,0.0,68.99,7.52,9.16
1961-01-27,-15.81,-11.02,-3.25,0.0,73.15,7.59,5.63
1961-01-28,-18.28,-12.23,-4.65,0.0,83.38,5.11,6.81
1961-01-29,-13.03,1.88,5.07,0.0,79.07,7.84,7.95
1961-01-30,-0.4,3.09,4.6,4.28,82.72,2.21,6.19
1961-01-31,1.6,3.3,7.48,3.95,86.94,4.81,7.1
1961-02-01,-0.8,0.4,1.89,4.93,88.87,4.0,4.27
