iso-date,tmin,tavg,tmax,precip,relhumid,globrad,wind
1961-01-01,-0.4,0.54,1.83,0.21,87.38,3.53,1.89
1961-01-02,-1.38,-0.42,0.83,0.0,91.79,1.53,1.37
1961-01-03,-1.38,1.34,2.28,0.43,89.54,1.54,2.82
1961-01-04,-0.05,2.17,4.4,0.0,90.31,1.55,1.62
1961-01-05,-1.73,2.36,4.99,0.0,79.17,4.34,2.77
1961-01-06,-2.05,0.71,3.66,0.0,79.77,5.69,2.37
1961-01-07,-0.65,2.26,5.04,0.23,78.16,4.48,3.04
1961-01-08,0.71,2.3,3.21,0.0,79.15,1.61,2.45
1961-01-09,1.09,3.97,6.56,0.0,79.24,5.29,2.82
1961-01-10,0.82,2.29,5.67,0.01,82.03,5.88,2.63
1961-01-11,0.45,1.33,2.34,0.02,86.59,1.66,1.23
1961-01-12,-4.39,-2.69,1.22,0.0,80.64,4.93,1.26
1961-01-13,-7.26,-2.42,1.03,0.01,75.37,5.42,0.69
1961-01-14,-2.51,-0.66,1.91,0.47,74.66,4.67,0.94
1961-01-15,-5.24,-2.27,2.43,0.0,98.25,5.22,0.83
1961-01-16,-5.68,-4.63,-2.72,0.0,93.36,1.92,0.64
1961-01-17,-7.81,-4.67,-0.54,0.0,89.07,5.27,1.35
1961-01-18,-13.51,-8.26,-1.86,0.0,68.38,6.53,0.85
1961-01-19,-14.45,-7.49,-1.35,0.01,67.8,6.59,1.04
1961-01-20,-12.29,-5.88,1.83,0.0,64.63,6.69,0.69
1961-01-21,-11.79,-4.12,-0.84,0.0,69.7,6.04,0.54
1961-01-22,-3.45,-1.57,1.61,0.0,78.18,3.88,2.07
1961-01-23,-5.52,-2.36,-1.0,2.68,90.43,1.95,1.8
1961-01-24,-3.73,-2.98,-1.38,0.19,92.01,1.97,1.31
1961-01-25,-12.11,-7.76,-2.46,0.0,96.57,4.83,1.58
1961-01-26,-18.76,-13.13,-4.96,0.0,96.08,7.33,0.65
1961-01-27,-19.64,-11.76,-2.16,0.0,88.82,7.45,0.77
