iso-date,tmin,tavg,tmax,precip,relhumid,globrad,wind
1961-01-01,-2.53,-0.43,1.41,1.78,84.92,2.29,1.76
1961-01-02,-3.07,0.4,0.72,0.08,85.21,1.59,1.82
1961-01-03,-1.72,3.64,5.09,0.37,76.26,3.92,4.93
1961-01-04,2.2,5.43,9.13,0.77,84.0,3.91,3.35
1961-01-05,0.35,2.86,4.42,0.0,83.2,3.92,2.43
1961-01-06,-0.79,2.01,3.67,0.0,68.39,5.6,4.2
1961-01-07,0.62,2.37,3.48,0.0,77.62,4.02,3.12
1961-01-08,-0.02,2.59,3.95,0.0,78.77,4.72,4.71
1961-01-09,-0.51,1.8,3.81,0.31,87.83,4.03,2.76
1961-01-10,-0.99,1.13,3.73,0.04,87.26,4.6,1.69
1961-01-11,-1.43,1.8,3.01,0.04,81.37,2.42,2.69
1961-01-12,-3.27,-1.58,1.55,0.0,68.03,5.14,2.67
1961-01-13,-7.36,-1.74,0.86,0.02,69.63,5.84,1.26
1961-01-14,-2.7,0.25,2.29,1.38,67.52,1.76,1.57
1961-01-15,-3.06,-0.92,0.35,0.04,95.48,1.78,1.62
1961-01-16,-9.16,-3.98,-1.47,0.12,88.78,2.3,1.42
1961-01-17,-10.63,-6.71,-1.9,0.0,91.16,1.83,3.93
1961-01-18,-16.91,-12.79,-7.01,0.02,70.0,6.2,1.58
1961-01-19,-16.32,-8.35,-1.78,0.03,76.15,5.96,1.02
1961-01-20,-13.61,-7.72,-1.88,0.0,72.65,5.63,0.87
1961-01-21,-13.61,-6.75,-0.25,0.03,75.65,5.05,0.63
1961-01-22,-10.39,-3.96,-0.6,0.0,75.05,2.53,3.83
1961-01-23,-6.96,-1.77,0.09,0.0,81.34,2.19,2.09
1961-01-24,-8.69,-6.41,0.55,0.04,90.23,2.02,1.85
1961-01-25,-10.86,-8.79,-6.02,0.35,84.73,4.29,3.69
1961-01-26,-17.05,-13.9,-8.94,0.0,79.51,6.89,1.75
1961-01-27,-18.9,-8.84,-1.5,0.03,57.76,6.66,1.11
1961-01-28,-11.19,-4.18,-1.12,0.0,64.26,7.38,7.57
1961-01-29,-5.91,-2.95,-1.21,0.0,82.96,4.01,6.91
1961-01-30,-5.32,1.58,2.82,0.0,75.94,2.85,8.51
1961-01-31,-1.21,3.73,5.49,0.0,86.59,5.05,5.33
1961-02-01,-0.02,2.15,4.5,6.87,89.39,2.31,2.28
1961-02-02,-1.26,0.97,4.45,0.24,81.89,6.68,2.6
1961-02-03,-1.4,0.96,3.16,0.45,86.56,2.98,2.87
1961-02-04,-2.53,-0.0,2.88,0.12,84.1,6.63,2.71
1961-02-05,-4.38,-1.79,0.23,0.55,96.6,2.46,2.72
1961-02-06,-8.89,-1.41,1.78,0.0,63.6,7.58,3.87
1961-02-07,-2.14,0.69,2.58,0.14,89.7,2.53,4.79
1961-02-08,-1.83,1.7,5.23,0.34,85.19,5.76,1.98
1961-02-09,-2.92,1.96,3.79,7.28,90.05,2.62,4.16
1961-02-10,0.48,2.0,4.31,0.62,90.79,2.68,4.09
1961-02-11,-0.28,4.11,5.84,2.92,79.83,3.39,2.9
1961-02-12,0.91,3.49,4.38,4.0,88.38,2.76,2.78
1961-02-13,-0.83,2.72,5.4,0.0,81.98,3.02,1.5
1961-02-14,-0.76,1.98,5.95,0.0,84.47,5.62,0.86
1961-02-15,-0.97,3.31,6.13,0.0,86.86,8.51,2.98
1961-02-16,0.01,3.97,5.83,0.78,89.47,2.98,1.91
1961-02-17,0.2,3.5,8.14,0.02,89.31,7.31,0.52
1961-02-18,-3.12,4.43,13.69,0.06,79.77,9.59,2.76
1961-02-19,-0.71,3.82,8.16,5.25,83.21,8.08,1.6
1961-02-20,1.33,3.4,4.9,1.49,88.27,3.16,1.5
1961-02-21,0.25,2.53,6.39,0.0,87.94,6.78,2.14
1961-02-22,-2.16,1.63,6.26,0.0,83.78,5.41,1.12
1961-02-23,-4.49,0.51,5.2,0.01,86.04,9.6,1.17
1961-02-24,-1.8,1.87,5.56,0.01,82.24,9.1,1.99
1961-02-25,-1.5,1.93,6.63,0.02,80.96,10.5,2.82
1961-02-26,-1.55,0.62,3.01,0.0,85.41,4.28,5.95
1961-02-27,-1.48,4.38,7.81,0.0,74.26,9.89,5.02
1961-02-28,1.57,4.6,7.51,0.0,79.17,4.19,4.2
1961-03-01,0.06,3.01,7.25,0.08,84.91,8.83,2.27
1961-03-02,-0.92,2.12,7.43,0.0,77.18,8.83,2.47
1961-03-03,-1.41,3.78,8.25,0.63,78.83,9.06,1.21
1961-03-04,1.55,3.45,6.54,0.23,91.33,3.8,2.38
1961-03-05,-1.13,5.61,11.22,0.03,76.58,10.31,2.04
1961-03-06,0.87,4.52,10.4,0.03,82.66,10.55,1.4
1961-03-07,-1.74,6.31,14.12,0.04,65.88,11.01,1.0
1961-03-08,-0.4,5.65,14.54,0.05,73.61,11.88,1.9
1961-03-09,-1.86,6.68,15.53,0.04,68.32,12.47,1.56
1961-03-10,-0.18,8.3,19.26,0.05,59.09,12.85,2.69
1961-03-11,1.1,9.72,16.79,0.11,60.21,11.53,3.05
1961-03-12,4.13,11.27,14.56,0.96,60.51,11.07,5.64
1961-03-13,4.86,7.32,12.3,1.78,67.56,9.79,6.73
1961-03-14,2.33,7.18,9.43,5.29,87.57,4.43,2.43
1961-03-15,4.91,8.36,13.85,0.0,68.29,11.46,3.8
1961-03-16,2.46,9.96,15.84,0.0,60.95,13.42,4.58
1961-03-17,0.53,8.76,16.89,0.06,63.23,14.2,2.25
1961-03-18,5.61,12.31,18.86,3.33,64.02,13.52,6.49
1961-03-19,0.72,3.43,10.43,0.4,82.65,7.0,3.63
1961-03-20,-4.17,1.52,6.16,0.42,63.41,13.32,4.52
1961-03-21,-0.27,2.21,6.16,1.48,77.7,11.46,8.07
1961-03-22,-2.63,-0.25,2.93,0.45,75.58,12.74,4.6
1961-03-23,-2.64,4.1,5.5,0.0,84.15,4.94,4.74
1961-03-24,3.12,7.31,10.21,0.05,69.01,9.75,4.59
1961-03-25,4.5,6.65,9.71,0.11,76.35,6.5,2.06
1961-03-26,0.57,8.37,11.54,0.04,64.84,11.65,4.88
1961-03-27,1.15,5.1,10.56,0.94,74.72,13.4,6.88
1961-03-28,-2.51,0.83,5.7,2.09,78.19,12.31,7.26
1961-03-29,-1.65,3.99,5.6,0.06,81.44,5.32,6.53
1961-03-30,2.49,7.1,9.32,2.54,74.08,5.89,7.65
1961-03-31,1.19,5.08,8.26,6.26,86.56,5.44,3.0
1961-04-01,-0.97,7.5,10.93,0.86,74.0,10.52,4.37
1961-04-02,3.84,7.51,10.1,0.64,78.74,5.87,1.63
1961-04-03,5.77,9.48,13.97,0.05,74.37,14.08,6.25
1961-04-04,3.71,9.68,13.85,0.0,79.77,8.57,4.17
1961-04-05,6.03,14.19,20.56,0.04,59.46,17.98,3.17
1961-04-06,10.27,15.81,23.74,0.0,56.04,19.76,2.48
1961-04-07,7.99,17.02,24.6,0.06,55.06,20.13,2.57
1961-04-08,7.53,12.88,22.07,1.74,74.34,14.69,3.5
1961-04-09,1.96,4.55,10.62,0.08,70.43,18.02,3.75
1961-04-10,-3.49,6.2,12.71,0.01,59.09,15.28,2.13
1961-04-11,3.77,8.56,15.36,0.0,68.34,12.74,2.42
1961-04-12,2.6,7.85,15.14,0.05,60.63,20.06,1.41
1961-04-13,4.37,13.39,20.92,0.07,54.75,19.41,3.29
1961-04-14,7.4,15.9,23.08,0.0,44.4,22.5,3.77
1961-04-15,8.77,17.36,23.35,0.02,47.57,22.66,4.54
1961-04-16,8.44,12.08,17.52,0.45,76.75,15.45,4.82
1961-04-17,7.65,11.34,18.29,0.05,69.83,18.12,1.85
1961-04-18,3.63,13.57,19.24,0.11,58.87,16.0,1.45
1961-04-19,8.44,11.68,15.43,0.0,70.12,14.1,3.26
1961-04-20,4.38,9.78,15.7,0.0,57.89,23.03,4.04
1961-04-21,0.21,9.7,16.8,0.0,58.1,23.89,2.1
1961-04-22,3.1,12.41,18.48,0.0,56.23,24.15,4.15
1961-04-23,3.48,11.12,17.55,0.04,63.17,22.36,3.48
1961-04-24,1.54,10.49,18.65,0.0,66.06,24.23,4.02
1961-04-25,4.19,8.11,11.13,0.0,75.92,6.84,3.27
1961-04-26,0.63,12.09,18.41,0.0,68.81,16.91,2.04
1961-04-27,7.44,13.03,18.11,3.89,68.09,16.88,2.03
1961-04-28,8.87,11.22,14.11,0.34,83.77,8.9,1.17
1961-04-29,3.27,12.62,18.98,0.08,67.89,17.48,1.58
1961-04-30,3.81,13.64,20.77,0.0,59.87,20.09,2.02
1961-05-01,5.26,11.27,16.43,0.17,78.97,17.48,2.24
1961-05-02,2.82,12.01,16.0,0.32,76.23,11.57,1.61
1961-05-03,5.17,13.86,20.34,1.49,71.47,17.75,2.42
1961-05-04,6.14,12.66,18.39,0.14,70.86,18.95,1.58
1961-05-05,4.98,15.38,21.81,0.0,64.59,19.04,3.12
1961-05-06,10.75,15.55,20.46,10.38,76.53,12.01,3.16
1961-05-07,10.6,13.76,20.17,1.78,72.69,18.36,1.79
1961-05-08,5.0,9.5,15.64,0.36,79.1,21.05,4.11
1961-05-09,5.64,8.32,14.16,2.42,82.12,12.71,3.03
1961-05-10,5.61,7.97,12.42,2.05,87.96,14.53,4.14
1961-05-11,4.89,7.01,10.07,5.49,89.59,17.08,3.5
1961-05-12,4.38,6.98,11.19,1.56,83.68,17.84,3.8
1961-05-13,3.44,9.36,13.7,2.42,77.44,20.79,2.81
1961-05-14,5.85,9.02,15.57,0.44,79.58,18.53,1.83
1961-05-15,0.67,8.35,12.24,2.57,80.79,13.31,2.13
1961-05-16,3.83,8.78,13.2,5.12,79.88,19.48,1.96
1961-05-17,5.35,8.14,10.61,5.98,92.43,8.86,3.06
1961-05-18,6.94,9.25,13.06,0.0,78.7,17.25,3.17
1961-05-19,6.13,12.11,16.15,0.04,69.85,18.15,2.02
1961-05-20,7.6,13.02,17.8,0.67,70.54,18.66,1.59
1961-05-21,8.4,11.94,16.0,10.32,81.7,14.54,2.97
1961-05-22,9.36,11.83,15.86,0.26,82.57,15.42,3.32
1961-05-23,3.01,11.75,17.24,0.0,66.34,21.35,1.47
1961-05-24,4.25,12.92,18.94,0.04,65.92,20.05,1.34
1961-05-25,6.44,14.23,21.11,0.05,69.8,25.4,1.5
1961-05-26,5.62,16.0,23.22,0.01,60.57,24.22,1.23
1961-05-27,10.38,16.55,22.66,1.93,73.68,19.34,2.82
1961-05-28,7.3,9.4,14.6,1.63,96.39,8.08,2.3
1961-05-29,6.45,10.87,13.56,13.51,88.61,8.11,3.01
1961-05-30,8.04,9.82,13.44,0.15,85.16,15.67,6.21
1961-05-31,8.45,14.46,19.22,0.0,70.34,21.61,2.28
1961-06-01,8.6,19.61,25.89,0.33,60.37,24.07,1.81
1961-06-02,12.3,19.64,25.87,11.74,58.17,27.54,1.69
1961-06-03,12.97,16.59,21.88,18.77,82.85,19.38,2.25
1961-06-04,13.32,16.68,22.51,6.1,84.3,15.0,1.77
1961-06-05,12.61,17.08,20.72,2.14,84.96,18.81,1.78
1961-06-06,12.4,16.13,22.27,7.27,86.03,11.18,1.07
1961-06-07,11.79,17.13,23.87,0.21,84.03,19.01,1.65
1961-06-08,13.06,17.31,22.4,3.42,80.09,15.79,1.31
1961-06-09,13.15,17.6,24.31,2.73,79.68,20.0,1.5
1961-06-10,10.96,17.69,23.95,14.3,77.39,20.71,1.92
1961-06-11,13.13,15.14,18.11,0.4,88.79,9.99,1.69
1961-06-12,12.99,16.11,20.74,1.73,80.76,18.71,2.03
1961-06-13,9.09,16.43,20.97,2.43,73.39,19.88,2.63
1961-06-14,11.87,14.48,18.58,1.07,77.81,17.71,5.35
1961-06-15,10.83,12.88,17.13,0.0,81.09,15.31,1.56
1961-06-16,5.46,14.82,20.5,0.05,69.45,27.0,1.11
1961-06-17,7.13,16.84,22.89,0.04,63.72,28.17,0.98
1961-06-18,9.29,19.54,26.35,0.0,64.56,27.63,2.7
1961-06-19,13.75,17.81,25.73,0.41,76.22,20.55,1.83
1961-06-20,8.61,15.86,20.37,0.01,66.18,28.68,2.19
1961-06-21,5.55,18.55,24.55,0.04,56.61,27.91,2.25
1961-06-22,8.88,20.58,26.5,5.87,63.2,26.02,3.34
1961-06-23,13.35,18.37,24.42,0.09,71.5,24.66,1.78
1961-06-24,9.75,19.61,26.31,0.05,66.26,25.88,1.36
1961-06-25,10.87,22.53,29.61,0.25,60.77,29.56,2.29
1961-06-26,15.37,21.95,27.6,0.0,75.68,21.49,1.76
1961-06-27,14.09,23.44,29.14,31.79,71.34,22.95,3.19
1961-06-28,11.16,13.93,21.93,0.14,71.03,23.7,3.37
1961-06-29,6.91,16.39,21.92,0.04,65.8,29.64,1.58
1961-06-30,9.26,18.5,23.69,0.07,64.27,28.66,1.48
1961-07-01,9.69,20.55,27.31,0.0,62.39,28.83,1.28
1961-07-02,11.57,21.3,29.15,0.0,64.56,27.67,1.36
1961-07-03,12.23,22.45,30.38,0.46,52.83,28.48,1.58
1961-07-04,14.08,19.16,28.21,7.96,88.68,22.37,2.31
1961-07-05,10.34,13.42,18.51,0.57,66.68,23.33,3.06
1961-07-06,7.32,13.19,17.89,0.0,67.46,24.46,4.1
1961-07-07,8.79,13.22,17.15,0.0,68.97,18.72,1.35
1961-07-08,5.49,14.85,21.81,0.0,62.65,23.59,1.5
1961-07-09,7.66,14.17,18.37,3.83,75.5,19.13,3.15
1961-07-10,8.78,13.74,19.94,1.43,75.7,19.87,3.74
1961-07-11,7.27,17.12,23.23,0.0,65.94,21.88,2.41
1961-07-12,14.54,21.49,27.93,0.15,64.81,27.7,1.33
1961-07-13,12.58,19.83,26.74,20.79,76.13,23.51,3.26
1961-07-14,12.26,16.06,20.27,0.0,58.37,24.87,4.49
1961-07-15,14.06,19.04,24.04,33.08,69.46,22.93,3.51
1961-07-16,12.72,16.53,22.49,1.44,71.5,24.48,2.52
1961-07-17,9.7,14.42,19.27,3.19,73.87,23.22,3.14
1961-07-18,9.47,15.02,20.3,0.79,70.82,22.16,2.15
1961-07-19,10.33,14.68,20.21,1.66,76.05,22.74,2.81
1961-07-20,9.17,13.59,18.81,4.38,86.77,14.82,1.63
1961-07-21,9.89,14.91,19.88,0.02,74.64,18.09,3.82
1961-07-22,11.22,15.34,19.98,0.7,81.22,17.19,2.77
1961-07-23,10.85,15.31,20.13,0.0,74.24,16.08,1.44
1961-07-24,9.94,14.01,18.42,0.0,70.34,12.39,2.85
1961-07-25,8.16,13.17,17.28,0.01,70.8,9.99,1.45
1961-07-26,5.69,17.27,22.91,0.0,59.41,25.82,1.97
1961-07-27,10.79,21.22,25.2,1.22,65.41,19.75,3.4
1961-07-28,14.33,17.75,22.8,13.53,85.63,10.53,3.29
1961-07-29,10.29,13.05,19.96,0.74,77.24,12.9,2.2
1961-07-30,10.68,12.6,15.8,6.73,77.74,8.19,3.21
1961-07-31,10.67,13.26,17.53,4.41,76.56,10.36,4.22
1961-08-01,9.21,15.28,21.68,0.0,70.41,24.94,3.4
1961-08-02,8.6,19.06,25.87,1.18,68.87,24.52,3.15
1961-08-03,11.96,15.37,21.66,1.63,84.3,14.59,2.72
1961-08-04,7.12,16.12,21.41,0.31,69.89,19.02,2.49
1961-08-05,12.73,19.3,25.23,0.0,72.06,21.51,2.54
1961-08-06,13.88,23.74,29.66,1.11,57.01,27.22,2.84
1961-08-07,16.24,21.42,26.7,6.81,71.76,17.98,1.6
1961-08-08,13.43,19.15,24.58,0.01,75.49,15.61,1.11
1961-08-09,15.65,22.44,27.89,3.12,71.34,20.02,2.05
1961-08-10,16.03,22.88,30.85,0.0,76.05,19.45,1.33
1961-08-11,16.85,20.81,28.16,0.83,78.94,19.73,2.57
1961-08-12,13.64,16.18,22.62,17.68,91.25,9.27,2.28
1961-08-13,10.7,13.03,15.64,4.16,91.63,9.78,1.77
1961-08-14,8.88,15.07,20.66,0.0,75.3,19.38,1.5
1961-08-15,9.72,14.89,19.53,0.0,79.75,10.01,3.75
1961-08-16,10.66,13.05,18.55,0.0,74.07,16.1,5.02
1961-08-17,6.53,13.07,20.08,2.47,71.67,19.28,2.75
1961-08-18,8.32,13.03,17.09,4.8,81.71,15.43,4.41
1961-08-19,10.34,15.02,18.78,1.27,81.02,9.41,6.1
1961-08-20,11.26,13.53,17.73,0.1,80.41,13.04,4.63
1961-08-21,10.92,15.88,21.32,0.0,73.81,16.91,4.86
1961-08-22,10.89,17.22,23.78,0.89,72.46,19.68,5.76
1961-08-23,10.4,12.87,18.45,1.07,78.34,13.02,4.08
1961-08-24,8.91,13.4,15.58,0.35,82.37,10.67,2.78
1961-08-25,10.73,14.84,21.17,0.1,79.62,16.19,2.69
1961-08-26,10.9,16.71,23.63,0.01,74.25,17.3,1.45
1961-08-27,12.04,19.23,27.18,0.22,68.33,17.05,1.13
1961-08-28,12.84,16.51,23.76,0.03,80.49,14.08,1.89
1961-08-29,7.67,16.32,25.73,0.06,70.5,19.61,1.18
1961-08-30,8.33,16.29,23.36,0.01,73.76,18.9,1.73
1961-08-31,7.38,15.21,23.28,0.01,73.07,20.65,1.36
1961-09-01,6.93,17.38,27.21,0.02,68.46,19.86,0.97
1961-09-02,8.47,19.5,28.61,0.0,62.65,19.99,2.84
1961-09-03,11.78,20.22,27.36,0.28,57.34,19.72,4.05
1961-09-04,12.53,17.54,26.46,11.0,80.24,12.97,2.74
1961-09-05,11.31,19.67,28.16,1.31,71.47,18.32,2.25
1961-09-06,13.52,16.72,20.83,6.05,91.65,7.01,2.15
1961-09-07,12.37,14.97,21.66,0.14,84.87,8.36,2.43
1961-09-08,8.88,12.87,16.98,1.2,75.06,13.26,5.44
1961-09-09,10.09,12.47,16.58,0.88,87.54,6.89,2.41
1961-09-10,9.84,11.4,13.85,0.51,86.16,5.45,2.79
1961-09-11,8.12,10.87,16.02,0.0,76.28,7.42,1.41
1961-09-12,5.68,13.81,20.04,1.25,77.17,11.82,2.96
