iso-date,tmin,tavg,tmax,precip,relhumid,globrad,wind
1961-01-01,-3.45,-1.5,0.75,4.36,93.77,1.62,1.56
1961-01-02,-3.46,-0.3,0.61,0.36,94.11,1.63,1.69
1961-01-03,-0.81,2.35,3.92,0.28,84.01,1.96,3.65
1961-01-04,1.25,4.3,8.57,0.2,88.14,2.02,6.08
1961-01-05,0.06,1.97,4.75,0.0,84.81,2.02,3.64
1961-01-06,-2.01,1.74,4.06,0.02,76.73,4.85,6.28
1961-01-07,0.08,1.57,3.5,0.03,83.76,2.29,4.16
1961-01-08,-0.13,1.46,3.99,1.17,84.74,3.37,3.63
1961-01-09,-0.34,1.34,3.43,0.82,87.41,3.5,3.88
1961-01-10,-0.4,1.27,3.34,0.02,89.2,2.33,3.15
1961-01-11,-0.19,1.61,2.88,0.01,86.28,1.77,3.31
1961-01-12,-2.83,-1.59,2.08,0.0,77.59,4.59,4.45
1961-01-13,-5.67,-3.17,1.11,0.09,80.83,5.93,1.75
1961-01-14,-4.19,-2.48,0.22,0.0,79.87,1.84,1.35
1961-01-15,-4.63,-0.92,2.14,0.0,87.13,2.98,3.55
1961-01-16,-5.92,-3.11,-0.68,0.0,82.64,4.21,4.44
1961-01-17,-8.81,-5.14,-0.86,0.05,79.64,5.68,5.64
1961-01-18,-12.39,-9.76,-4.71,0.0,74.14,6.39,3.56
1961-01-19,-13.76,-8.97,-1.47,0.09,72.24,5.92,1.54
1961-01-20,-12.73,-7.1,-0.25,0.03,67.97,5.8,0.76
1961-01-21,-12.77,-7.15,-0.18,0.0,68.89,5.51,1.04
1961-01-22,-11.32,-5.59,-2.13,0.0,79.84,2.68,1.68
1961-01-23,-7.99,-3.12,-0.11,0.84,75.69,2.96,1.1
1961-01-24,-6.68,-5.87,-1.67,0.76,87.44,2.1,4.78
1961-01-25,-9.97,-8.17,-4.86,0.01,88.38,2.3,7.19
1961-01-26,-14.19,-11.74,-6.8,0.03,75.18,6.32,2.84
